num,txt_shot,txt_detail,percent,category
30,การเปลี่ยนแปลงแบบฉับพลัน,ดาวอังคาร 3 จับคู่กับดาวมฤตยู ๐ สามารถส่งผลให้ชีวิตรุ่งโรจน์อย่างโลดโผน แต่ในขณะเดียวกันความรุ่งโรจน์ก็อาจล้มครืนลงมาอย่างฉับพลัน มีความพลิกผัน ผันแปรสูง สิ่งที่ราบรื่นมักจะมีอุปสรรคมาขวางกั้น ความรุ่งโรจน์มักไม่ยั่งยืน ให้ระมัดระวังเรื่องอุบัติเหตุ การผ่าตัด และเหตุร้ายแรงอย่างฉับพลัน ไม่ควรประมาท ตั้งสติดำเนินชีวิตด้วยความรอบคอบ ,0,ประมาท ปัญหาด้านสุขภาพ
31,ความไม่แน่นอนของโชคชะตา,ดาวอังคาร 3 จับคู่กับดาวอาทิตย์ 1 เมื่อมาอยู่รวมกัน ส่งผลให้ชีวิตมักพบกับความไม่แน่นอน มีอุปสรรคต้องฝ่าฟันมากมาย กว่าจะถึงจุดหมายปลายทางความสำเร็จ ชีวิตมักจะโชคร้ายในเบื้องต้นและประสบความสำเร็จในบั้นปลาย แต่ก็หนักหนาเอาการกว่าจะผ่านไปได้ บุคคลใต้อิทธิพลเลขนี้ มักประสบเรื่องสะเทือนใจอย่างแรงในช่วงหนึ่งของชีวิต ชีวิตมักไม่ราบรื่น จึงต้องรอบคอบและระมัดระวังการดำเนินชีวิตให้มาก,0,ประมาท
32,เสน่ห์เมตตามหานิยม,เป็นเลขดี มีเสน่ห์รุนแรง เป็นที่ต้องตาต้องใจผู้ที่ได้พบเห็น มีเสน่ห์ดึงดูดใจเพศตรงข้าม มีคนเข้ามารักมาชอบมาก เป็นเลขที่โดดเด่นด้านเสน่ห์เมตตามหานิยม ถ้าเป็นสตรี มักมีผู้ใหญ่ให้ความเอ็นดูเมตตา อุปถัมป์ค้ำชู ส่งเสริมสนับสนุนเสมอ ไม่ตกอับ ในเรื่องของความรักมักมีคนเข้ามาให้เลือกเยอะ ด้านการศึกษา เจ้าชะตามักชอบในการศึกษาหาความรู้ มีสติปัญญาดี เฉลียวฉลาด สามารถจดจำสิ่งต่างๆได้อย่างรวดเร็ว ชีวิตจะประสบความสำเร็จเป็นอย่างดี,1,ความรัก
33,ความฉุนเฉียว,เลข 33 ดาวอังคารสองดวง พลังแห่งการต่อสู้แข่งขันของดาวอังคารจึงเพิ่มขึ้นถึงสองเท่า มักส่งผลให้เจ้าชะตาเป็นคนที่มีอารมณ์ฉุนเฉียวรุนแรง ทำอะไรตามอำเภอใจ ขาดความยับยั้งชั่งใจ มุทะลุ ดุดัน ขี้หงุดหงิด โมโหร้าย มักเป็นคนเลือดร้อน มีปากเสียงกับผู้อื่นได้ง่าย มีเรื่องการขัดวาจากันเสมอ โอกาสเกิดอุบัติเหตุมีสูงเนื่องจากความใจร้อน เป็นคนที่ซีเรียสจริงจังกับความรักมากเกินไป และเป็นลักษณะรุนแรงมากด้วย เป็นคนชอบเสี่ยงไม่ระมัดระวัง,0.5,ไม่มี
34,ความรอบรู้,เลข 3 ดาวอังคาร คู่กับเลข 4 ดาวพุธ เป็นคนที่มีสติปัญญาดี ปฏิภาณไหวพริบว่องไว ตัดสินใจรวดเร็ว มีความรู้รอบตัวมาก สนใจใฝ่ศึกษาหาความรู้ เป็นบุคคลกล้าหาญ กล้าพูดกล้าทำ เป็นคนเปิดเผย ชีวิตมักจะประสบความสำเร็จได้อย่างดี แม้ชีวิตจะพบอุปสรรคมากมาย แต่ก็สามารถเอาตัวรอดไปได้ด้วยสติปัญญาของตัวเองเสมอ แต่ข้อเสียคือมักเป็นคนดื้อรั้น ไม่ฟังใคร และควรระมัดระวังโรคเกี่ยวกับระบบประสาทและสมอง เลขนี้ไม่ร้ายอะไรมากนัก เจ้าชะตาควรหมั่นทำบุญ เจริญสมาธิ มีสติ ไม่ประมาทก็จะช่วยได้,0,ชีวิตอุปสรรค มีปัญหาด้านการเงิน ความเครียด ปัญหาด้านความรัก
35,คู่สมพล,ดาวอังคารเลข 3 คู่กับเลข 5 ดาวพฤหัส จัดว่าเป็นคู่สมพล เป็นเลขอำนาจบารมี ติดต่อกิจการงานใดมักราบรื่น เป็นที่ยำเกรงเคารพของลูกน้องและบริวาร การออกคำสั่งการงานมักบังเกิดผลดี เลขนี้ให้คุณในด้านพรสวรรค์เข้ากับคนได้ทุกระดับชั้น มักเป็นคนกระฉับกระเฉงคล่องงานรอบตัว บุคคลเลข 35 มักจะพัวพันกับผู้ใหญ่ มักได้รับการอุปถัมภ์ค้ำชูจากผู้ใหญ่หรือผู้มีอำนาจ ทำให้กิจการงานมักเจริญรุ่งเรืองก้าวหน้า แต่เลข 3 กับ 5 รวมกันได้เลข 8 ราหู จึงเป็นเลขที่ไม่น่าไว้วางใจนัก ต้องหนักแน่นระวังคนที่เข้ามาคบเพื่อหวังผลประโยชน์ บุคคลหมายเลข 35 มักจะกำพร้า หรือต้องอยู่ห่างจากบุพการี ,1,การงาน
36,พลังความรักและความสำเร็จ,เป็นเลขดีมาก มักมีความสุขสมหวัง ทั้งด้านการงานและความรัก การงานมีโอกาสก้าวหน้าโดดเด่น ทำงานในตำแหน่งใหญ่โต ถ้าเป็นธุรกิจก็มักจะเจริญรุ่งเรืองดี หาทรัพย์เก่ง มักจะประสบความสำเร็จร่ำรวย การเรียนรู้การศึกษาดี และจะเด่นมากในเรื่องความรัก มักจะมีโชคดีเรื่องความรัก เป็นที่นิยมชมชอบ ถ้าเป็นเลขชื่อของแบรนด์หรือกิจการก็มักจะได้รับความนิยม ได้รับความร่วมมือจากคนรอบข้างอย่างดี เป็นผู้ที่สร้างความประทับใจให้คนรอบข้างเสมอ มีมิตรสหายมาก,1,การเงิน
37,อุปสรรคที่ขวางกั้น,ดาวอังคารเลข 3 คู่กับดาวเสาร์เลข 7 เลขคู่ของดาวบาปเคราะห์ มักส่งผลให้ชีวิตไม่สดใส ทำสิ่งใดมักมีแต่ความยากลำบาก มีอุปสรรคมาขวางกั้น ถ้าเกี่ยวข้องกับผู้ใดให้พึงระวังการทะเลาะวิวาท การขัดแย้งกัน ระวังอุบัติเหตุ และการพลัดพราก ชีวิตมีมุมหักเหขึ้นๆลงๆ ไม่ค่อยราบรื่นนัก หมั่นทำบุญ ทำจิตใจให้ผ่องใส,0,ชีวิตอุปสรรค มีปัญหาด้านการเงิน
38,โมหะจริต,เลข 3 ดาวอังคาร และเลข 8 ดาวราหู เมื่อมาอยู่คู่กัน ให้ระวังการถูกอำนาจความลุ่มหลงโมหะจริตเข้าครอบงำ หากตกอยู่ใต้อิทธิพลเลขนี้ เจ้าชะตามักเจ้าอารมณ์ ยึดถือเอาความคิดตนตัวเองเป็นใหญ่ไม่ฟังคำใคร มีแนวโน้มจะพัวพันกับผู้มีอิทธิพล นักเลงอันธพาล หรืออาจจะลุ่มหลงไปในเรื่องบางเรื่องมากเกินไป ควรหมั่นทำบุญ เจริญสติ ตั้งสติให้อยู่ในทางดี เลข 38 ส่งอิทธิพลให้เจ้าชะตา มักมีอุปนิสัยใจกล้า กล้าได้กล้าเสีย เป็นคนคิดไวทำไว แก้ปัญหาได้ดีทันสถานการณ์ มักทำอะไรคล่องแคล่วว่องไว มีความสามารถสูง หาเงินเก่ง แต่ก็ใช้เก่งด้วยเช่นกัน งานที่ชอบทำ คืองานที่ต้องมีความท้าทาย,0,มีปัญหาด้านการเงิน ปัญหาด้านความรัก
39,ความกดดัน,ดาวอังคารเลข 3 และ ดาวเกตุเลข 9 มาอยู่คู่กัน ส่งผลให้เจ้าชะตามักกดดันตนเอง ไขว่คว้าหาโอกาสไปสู่ความสำเร็จที่อยู่สูงกว่า มีความขยันหมั่นเพียร มุ่งมั่นมุมานะไปสู่เป้าหมายในชีวิต ชอบพิชิตชัยชนะในการแข่งขัน มีความกล้าหาญ กล้าคิดกล้าทำ มักจะมีมิตรสหายมาก และมิตรสนิทจะให้การเกื้อกูลได้เป็นอย่างดี ข้อด้อยคือ เจ้าชะตามักใจร้อน มุทะลุ ไม่ค่อยฟังใคร อยากได้สิ่งใดจะต้องเอามาครอบครองให้จงได้ จึงมักจะพบกับความยุ่งยากในชีวิตอยู่บ่อย ๆ เลข 39 จัดเป็นเลขพลังกลางๆ ไม่ร้ายหรือดีมาก ชะตาจะขึ้นอยู่กับกรรมเก่าและกรรมปัจจุบันมากกว่า ไม่ค่อยมีส่วนเสริมพลังชีวิต,1,การเรียน
40,ปฏิภาณไหวพริบนำพาสู่ความรุ่งโรจน์,เป็นเลขดี อิทธิพลของเลขนี้ มักส่งผลให้เจ้าชะตาเป็นผู้มีปัญญาเฉลียวฉลาด ปฏิภาณไหวพริบล้ำเลิศ แก้ปัญหาเฉพาะหน้าได้ดี ชอบการประดิษฐ์คิดค้นสิ่งใหม่ๆ เป็นนักคิดนักฝัน มักมีแนวคิดและไอเดียที่โดดเด่น จินตนาการก้าวไกล โดดเด่นในสังคม มีวาทะศิลป์ในการโน้มน้าวจิตใจคนอื่น ชอบเดินทางท่องเที่ยว เก็บเงินเก่งบริหารการเงินเป็น เหมาะกับงานวางแผนทางธุรกิจ งานด้านการตลาด หรืองานที่ต้องติดต่อสื่อสารกับคนมากๆ ,0,ชีวิตอุปสรรค
41,พลังอำนาจมหัศจรรย์,เป็นเลขดีมาก มักส่งผลให้เจ้าชะตามีพลังความทะเยอะทะยานเต็มเปี่ยม นำพาสู่ความสำเร็จรุ่งโรจน์ มีสติปัญญาดี ปฏิภาณไหวพริบเป็นเลิศ สมองปราดเปรื่อง ส่งผลให้การงานประสบความสำเร็จอย่างงดงาม มักมีคนคอยช่วยเหลือสนับสนุนเสมอ มีวาจาเป็นอาวุธ มีวาทะศิลป์ในการติดต่อสื่อสารกับผู้อื่น ใครได้ฟังมักจะคล้อยตาม เข้ากับผู้อื่นได้เป็นอย่างดี มีเพื่อนมาก มักติดต่อหรือเกี่ยวข้องกับต่างประเทศ เป็นตัวเลขที่มีพลังของมหาจักรวาลหนุนชะตาอยู่ เป็นเลขแห่งความสำเร็จ มักจะนำพาชีวิตไปสู่ความสำเร็จที่ยิ่งใหญ่ ทำอาชีพการงานใดก็มักจะเจริญก้าวหน้าได้อย่างรวดเร็ว คิดทำการค้าก็ร่ำรวย ดวงมีทรัพย์มีลาภยศ หากหมั่นทำบุญจะยิ่งช่วยเสริมบารมีให้รุ่งเรืองยิ่งๆขึ้นไปอีก,1,การเรียน
42,ความสุข ความสำเร็จ และการสนับสนุน,เป็นเลขดีมาก อิทธิพลของเลขจะส่งผลให้เจ้าชะตามักมีเสน่ห์ดึงดูดใจ เป็นบุคคลน่าสนใจน่าคบหา มีมิตรสหายมาก มักเป็นที่รักแก่บุคคลทั้งหลาย มักมีเพื่อนฝูงหรือกัลยาณมิตรให้การสนับสนุน อุปถัมภ์ ค้ำจุน บุคลิกสุภาพ นุ่มนวล อ่อนโยนโรแมนติก สติปัญญาเฉียบแหลม มีวาทะศิลป์ในการติดต่อสื่อสาร โน้มน้าวจิดใจคนอื่นได้ดี จิตวิทยาสูง สนใจใฝ่เรียนรู้ ชีวิตมักจะประสบความสำเร็จเป็นอย่างดี มีชื่อเสียงเป็นที่รู้จักในสังคม เป็นนักพูดชั้นดี เหมาะกับอาชีพเกือบทุกประเภท มักมีโชคดีเกี่ยวกับการเรื่องเงินๆทองๆ จะสามารถหามาได้โดยง่าย เป็นหมายเลขที่ดีที่สุดเลขหนึ่ง,1,ความรัก
43,อุปสรรคและความเครียด,เลข 4 ดาวพุธ กับเลข 3 ดาวอังคาร เป็นผู้มีปฏิภาณไหวพริบดี แก้ไขปัญหาเก่ง มีมนุษยสัมพันธ์ดี เข้ากับคนง่าย แต่มีข้อด้อยคือ เป็นคนคิดมาก เครียดง่าย ทุกข์ใจง่าย ไม่ค่อยไว้ใจใคร และอาจมีศัตรูลอบกลั่นแกล้งอยู่เบื้องหลังเสมอ เลข 4 กับเลข 3 บวกกันได้เลข 7 ดาวเสาร์ ชีวิตจึงมักเหน็ดเหนื่อย ต้องต่อสู้ฝ่าฟันกับอุปสรรคที่มีเข้ามา ,0,ชีวิตอุปสรรค มีปัญหาด้านการเงิน ความเครียด ปัญหาด้านความรัก
44,วาทศิลป์และสติปัญญา,เป็นเลขดี เลข 44 ดาวพุธสองดวง หนุนนำให้ชีวิตมีความเจริญรุ่งโรจน์ดี โดดเด่นเรื่องมีฝีปากดี มีวาทศิลป์ พูดจาเป็นที่น่าเชื่อถือและประทับใจ ฉลาดหลักแหลม สติปัญญาดี มักมีความรู้การศึกษาดี รู้เท่าทันคนทันโลก ผู้ใหญ่ให้การสนับสนุนเสมอ จึงมักประสบความสำเร็จด้านหน้าที่การงาน ชีวิตช่วงใดมีอุปสรรคก็มักผ่านพ้นไปได้ด้วยดี เลข 4 กับ 4 ผลรวมได้เลข 8 พลังจากดาวราหูอาจทำให้ใจจดใจจ่อกับสิ่งที่สนใจมากเป็นพิเศษ แต่หากเป็นสิ่งที่ดีก็จะเจริญ เพราะทุ่มเทมาก,1,ไม่มี
45,ความสำเร็จและความมั่นคง,เป็นเลขดีมาก อิทธิพลของเลขนี้ มักจะส่งผลให้เจ้าชะตามีสติปัญญาฉลาดหลักแหลม ปฏิภาณไหวพริบดีมาก เรียนรู้เร็ว ประสบความสำเร็จในการเล่าเรียนทุกศาสตร์ มีความรู้รอบตัวมาก รู้ทั้งวิชาการทางโลกและทางธรรม ฉลาดทันคน ทันโลก และยังมีเสน่ห์ที่คำพูด ปรับตัวเข้ากับสังคมได้ทุกที่ ประสบความสำเร็จอย่างมั่นคง ทั้งด้านการงานและความรัก การเงินดีมาก มักร่ำรวย ฐานะมั่นคง มักมีผู้คอยสนับสนุน ทำการสิ่งใดมักมีผู้ใหญ่ให้การช่วยเหลือตลอดไม่ตกอับ ความรักราบรื่น มีสิ่งศักดิ์สิทธิ์ปกป้องคุ้มครอง มักแคล้วคลาดจากอุบัติเหตุร้ายแรง เลขนี้ส่งอิทธิพลต่อความมั่นคงในชีวิตดีมาก,1,การเงิน การเรียน
46,ความสุขและความสำเร็จ,เป็นเลขดีเลขหนึ่ง เจ้าชะตามักแวดล้อมไปด้วยมิตรสหายที่ดี มีคนรักใคร่ มีเพื่อนมากและสามารถพึ่งพาเพื่อนได้ ชีวิตมีแนวโน้มประสบความสำเร็จดี การงานเจริญก้าวหน้า การค้าขายมีกำไรดี การเรียนจะได้ผลสำเร็จอย่างดีเยี่ยม ชีวิตมีความสุข และมักจะมีโชคดีอยู่บ่อยๆ สติปัญญาแจ่มใส มักเป็นคนมีรสนิยมสูง มีเสน่ห์ ไม่ชอบหยุดนิ่งอยู่กับที่ ชอบแสวงหาสิ่งใหม่ๆ ,1,การงาน ความรัก
47,ความเพียรพยายาม,เลข 4 ดาวพุธ และเลข 7 ดาวเสาร์ เมื่อมาอยู่คู่กัน เป็นคนจริงจังกับชีวิต มีความเพียรพยายามสูง ชีวิตมีโอกาสประสบความสำเร็จได้จากความเพียรของตน จะต้องเหน็ดเหนื่อยฝ่าฟันและอดทนจึงจะพบความสำเร็จ เป็นเลขให้คุณด้านความเพียรพยายามโดยไม่รู้จักเหน็ดเหนื่อย ข้อด้อยของเลขนี้ คือมักเป็นคนใจอ่อน และเชื่อใจคนง่าย ในขณะเดียวกัน หากปักใจหลงผิดเรื่องใด มักจะกลับตัวยาก จึงต้องหมั่นเตือนใจตน ให้พิจารณาทุกเรื่องในชีวิตด้วยเหตุผล ด้วยความรอบคอบ,0.5,ไม่มี
48,การหลงผิด,ดาวพุธเลข 4 จับคู่กับดาวราหูเลข 8 ให้ระมัดระวังการถูกชักจูงและหว่านล้อม ให้เข้าไปอยู่ในกลุ่มของผู้หลงผิด จึงต้องหมั่นไตร่ตรองใช้ความคิดสติปัญญาในการเลือกคบมิตรสหาย ระมัดระวังตนไม่ให้หลงเดินทางผิดเข้าไปในดงของอบายมุข อีกทั้งต้องระมัดระวังอุบัติเหตุและโรคภัย ควรหมั่นประกอบแต่กรรมดีในปัจจุบันอยู่เสมอ และใช้ชีวิตด้วยความไม่ประมาท เพื่อให้แคล้วคลาดจากสิ่งเลวร้ายทั้งปวง,0,ชีวิตอุปสรรค ปัญหาด้านความรัก
49,มุมหักเห,เลข 4 ดาวพุธ กับเลข 9 ดาวเกตุ มีข้อดีคือมักมีสมองปราดเปรื่อง ไหวพริบสติปัญญาดี เป็นคนทันสมัยพร้อมกับสนใจศาสตร์ลึกลับไปพร้อมกัน เป็นเลขที่หนุนให้มีความสำเร็จได้เหมือนกัน แต่ผลรวม 4+9 ได้เลข 13 สื่อถึงอุปสรรคที่มีเข้ามาให้แก้ไขอยู่เนืองๆ,1,การงาน
50,คุณธรรมและความสามารถ,เป็นเลขดีมาก ด้วยกำลังของดาวพฤหัสบดี เลข 5 ส่งผลให้เจ้าชะตา มักเป็นคนมีสติปัญญาดี มีคุณธรรม ส่วนดาวมฤตยูเลข ๐ มักส่งผลให้เจ้าชะตา ได้เดินทางหรือติดต่อกับต่างประเทศบ่อย มีโชคในต่างแดน หรือได้ใช้ชีวิตในแดนไกล หรือได้ไปศึกษาหาความรู้ คบหากับคนต่างชาติต่างภาษา เจ้าชะตามักเป็นบุคคลที่ชอบคิดค้น ขวนขวายหาความรู้ ชีวิตจะประสบความสำเร็จดี มีความเชื่อในเรื่องเร้นลับของธรรมชาติ และมักมีญาณสัมผัสกับสิ่งพิเศษเหนือธรรมชาติได้,0,ปัญหาด้านสุขภาพ
51,ความสุขสมบูรณ์,เป็นเลขดีมาก เลข 5 และ 1 เป็นเลขคู่มิตร เป็นดาวคู่แห่งปัญญา มีปัญญาดี มีปฏิภาณไหวพริบ ทันโลก เรียนรู้ไว จึงมักจะประสบความสำเร็จด้านการงาน กิจการธุรกิจ ชีวิตมักจะร่ำรวยรุ่งเรืองดี นอกจากนี้ เลข 5 และ 1 รวมกันได้ 6 ดาวศุภโชค โภคทรัพย์ มักจะมีโชคดีทางการเงิน เรื่องทรัพย์สิน เงินทอง จะสามารถหามาได้โดยง่าย มีเสน่ห์ เป็นที่รักใคร่ มีมนุษย์สัมพันธ์ดี มักมีผู้สนับสนุน อุปถัมภ์ค้ำชูอยู่เสมอ,1,การเงิน ความรัก การเรียน
52,นารีอุปถัมภ์,เลข 5 ดาวพฤหัส และเลข 2 ดาวจันทร์ มาอยู่คู่กัน ดูเผินๆเป็นเลขดี ชิวิตจะประสบความสำเร็จดี แต่เลข 5 กับ 2 บวกกันได้เลข 7 ดาวเสาร์ อาจทำให้ชีวิตอาจพลิกผันได้ มักจะมีอุปสรรคขวากหนามในชีวิต ต้องชดใช้กรรมเก่าที่มองไม่เห็น ทำให้ต้องใช้ความมานะพยายามและความอดทนอย่างมาก จึงจะฝ่าฟันไปสู่ความสำเร็จได้ ถ้าเลข 52 เจ้าชะตาเป็นบุรุษ มักจะส่งผลให้ได้รับความเกื้อหนุนจากสตรีอย่างดีเยี่ยม เรียกว่า ดาวนารีอุปถัมภ์,0,ไม่มี
53,เลขให้คุณปานกลาง,เลข 5 ดาวพฤหัส และเลข 3 ดาวอังคาร มาอยู่คู่กัน เป็นเลขให้คุณปานกลาง เลข 5 นำมาซึ่งความสำเร็จ เรื่องดีๆเข้ามาในชีวิต แต่ให้ระวังเลข 3 อาจทำให้อนาคตข้างหน้ามีความพลิกผัน เปลี่ยนแปลงได้ ให้ระวังบุคคลที่ไม่ปรารถนาดีบางคนเข้ามามีอิทธิพลในชีวิต จนนำพาไปสู่ความเสื่อม เจ้าชะตาภายใต้อิทธิพลของเลขนี้ จึงควรหนักแน่น ยึดมั่นในหลักการณ์ หลีกเลี่ยงการคบค้าสมาคมกับคนที่ไม่น่าไว้วางใจ เลข 5 กับเลข 3 รวมกันได้เลข 8 ราหู เจ้าชะตาจึงควรตั้งสติตนเองไม่ให้ไปลุ่มหลงกับสิ่งใดมากเกินไป,1,การงาน
54,ราชาโชคและสำเร็จ,เป็นเลขมงคลดีมาก ประสบความสำเร็จในชีวิตได้โดยง่าย มีบารมี มีคนเคารพนับถือมากมาย การศึกษาจะประสบความสำเร็จอย่างดีเยี่ยม ประสบความสำเร็จในการเล่าเรียนทุกศาสตร์ มีความรู้รอบตัวมาก รู้ทั้งวิชาการทางโลกและทางธรรม ฉลาดทันคน ทันโลก และยังมีเสน่ห์ที่คำพูด ปรับตัวเข้ากับสังคมได้ทุกที่ ประสบความสำเร็จอย่างมั่นคง ทั้งด้านการงานและความรัก มักมีผู้คอยสนับสนุน ทำการสิ่งใดมักมีผู้ใหญ่ให้การช่วยเหลือตลอดไม่ตกอับ ความรักราบรื่น มีสิ่งศักดิ์สิทธิ์ปกป้องคุ้มครอง มักแคล้วคลาดจากอุบัติเหตุร้ายแรง เลขนี้ส่งอิทธิพลต่อความมั่นคงในชีวิตดีมาก,1,การเงิน การเรียน
55,ความมั่นคงในชีวิตและสุขสบาย,เป็นเลขดีมาก เลข 55 ดาวพฤหัสบดีสองดวงส่งพลังให้เจ้าชะตา มีชีวิตที่สุขสบายไม่ลำบาก ฐานะความเป็นอยู่มั่นคง มีความเจริญก้าวหน้าดี ตำแหน่งหน้าที่การงานใหญ่โต หากทำกิจการค้าขายก็จะรุ่งเรืองกำไร ประสบความสำเร็จในชีวิตอย่างดีเยี่ยม มีความเที่ยงธรรม และรักในคุณธรรมความดี ชอบทำบุญ ช่วยเหลือคนยากไร้ เป็นที่เคราพนับถือของคนทั่วไป มักเลื่อมใสในสิ่งศักดิ์สิทธิ์ รักความสงบ ชอบเดินทางไกล มีโอกาสไปได้ดีในต่างประเทศหรือจากถิ่นที่ตนเกิด หรือทำธุรกิจค้าขายติดต่อกับคนต่างชาติ เป็นเลขที่ให้คุณกับชีวิตมากเลขหนึ่ง,1,การงาน
56,ความสำเร็จและทรัพย์สินเงินทอง,เป็นเลขดีมาก ชีวิตมักจะประสบความสำเร็จเป็นอย่างดี ดาวพฤหัสบดี ดาวศุภเคราะห์ หมายถึง สติปัญญา ความรอบรู้ ผู้ใหญ่ ดาวศุกร์ ดาวศุภเคราะห์ หมายถึง ความรัก บ่งบอกถึงความสำเร็จอย่างดีเยี่ยม ได้รับความสนับสนุนจากผู้หลักผู้ใหญ่เป็นอย่างดี หรือมีผู้ใหญ่ให้การช่วยเหลือ หมายเลข 56 คู่ทรัพย์คู่โชค เจ้าของดวงชะตาที่อยู่ภายใต้อิทธิพลของเลขนี้ มักมีดวงชะตาดี ชีวิตราบรื่นและมีความเจริญก้าวหน้า มีความสำเร็จอย่างดีเยี่ยม เป็นเลขคู่ทรัพย์คู่โชค ทำอะไรก็สะดวกสบาย ได้รับการสนับสนุนจากผู้ใหญ่ช่วยเหลืออย่างดี มั่นคงในอนาคต ชะตาชีวิตรุ่งเรืองมีบุญพาวาสนาส่ง คิดทำสิ่งใดก็ดูจะสำเร็จง่ายดาย อุปสรรคน้อย มีผู้สนับสนุนอยู่เบื้องหลัง รักในศักดิ์ศรี หาเงินเก่ง ความรักสดใส สมปรารถนา,1,การเงิน การงาน
57,ความคิดขัดแย้งในตนเอง,เลข 5 ดาวพฤหัส คู่กับเลข 7 ดาวเสาร์ อิทธิพลของเลขประธานดาวศุภเคราะห์และประธานดาวบาปเคราะห์ที่มาจับคู่กัน ส่งผลให้เจ้าชะตามักมีความคิดขัดแย้งในตัวเองอย่างรุนแรง ข้อดีคือเป็นคนใฝ่ดี จิตใจดีมีคุณธรรม มีสติปัญญาดี เรียนรู้เร็ว แต่ข้อเสียคือ ค่อนข้างดื้อรั้นเอาแต่ใจตนเอง ไม่ชอบการประณีประนอม ทำให้มีศัตรูมาก จะทำอะไรให้ประสบความสำเร็จค่อนข้างยาก มักจะต้องผ่านความเหน็ดเหนื่อยและอุปสรรคปัญหานานัปการ ทำให้งานที่ตั้งเป้าหมายไว้ อาจไม่สำเร็จลุล่วง หรือทำได้ครึ่งๆกลางๆ หรือหากจะสำเร็จได้ ก็ต้องมานะบากบั่นพยายามอย่างสูง มักกำพร้าบิดามารดาตั้งแต่เล็ก หรืออยู่ห่างจากบุพการี ,0,มีปัญหาด้านการเงิน ความเครียด
58,ความลุ่มหลงงมงาย,ดาวพฤหัส 5 คู่กับดาวราหู 8 มีแนวโน้มจะหลงผิด เห็นกงจักรเป็น ดอกบัว ลุ่มหลงไสยศาสตร์ต่างๆ ชอบเชื่อถือโชคลางสิ่งแปลกๆมากเกินไป หรือในทางตรงกันข้าม อาจเป็นคนประเภทที่หลงศาสนาอย่างงมงาย ถึงขั้นคลั่งศาสนาได้ หลงผิดในพิธีกรรมต่าง ๆ มากกว่าแก่นแท้ของธรรมะ ทำให้ส่งผลกระทบกับชีวิต มักมีความคิดที่แปลกประหลาดไปจากคนอื่น,0,ไม่มี
59,พลังความสำเร็จและสิ่งศักดิ์สิทธิ์คุ้มครอง,เป็นเลขดีมาก ประสบความสำเร็จอย่างดียิ่ง ชะตาชีวิตรุ่งเรืองดี เป็นผู้มีสติปัญญาล้ำเลิศ ชอบศึกษาหาความรู้ ใจบุญ มีคุณธรรม มีบารมีเป็นที่เคารพนับถือของคนทั่วไป มักเป็นคนยึดมั่นในสิ่งศักดิ์สิทธิ์ มีสิ่งศักดิ์สิทธิ์คุ้มครอง เป็นคนมีลางสังหรณ์ดีเยี่ยม มักมีผู้ใหญ่คอยสนับสนุนและให้ความช่วยเหลือเสมอ หมายเลข 59 ยังบวกได้หมายเลข 14 ซึ่งเป็นเลขแห่งความสำเร็จ มักจะนำพาชีวิตไปสู่ความสำเร็จที่ยิ่งใหญ่ ทำอาชีพการงานใดก็มักจะเจริญก้าวหน้าได้อย่างรวดเร็ว คิดทำการค้าก็ร่ำรวย ดวงมีทรัพย์มีลาภยศ มีโอกาสติดต่อกับต่างประเทศ ทำธุรกิจระหว่างประเทศ หรือคบหากับคนต่างชาติต่างภาษา,1,การเงิน
60,อารมณ์สุนทรีย์ มีโชคเรื่องการเงิน,เป็นเลขดี อิทธิพลของเลข 60 มักส่งผลให้เจ้าชะตา ชอบและหลงใหลในของสวยๆงามๆ รสนิยมโอ่อ่า ชอบความหรูหรา มองโลกในแง่ดี มีเสน่ห์ดึงดูดใจ มีอารมณ์ปราณีต ละเมียดละไม มีไหวพริบดี เก่งในการแก้ปัญหา เข้าสังคมเก่ง เป็นคนที่ทันคน มักมีคนช่วยเหลือสนับสนุน เหมาะกับการทำธุรกิจที่เกี่ยวข้องกับของสวยๆงามๆ หรือการเงิน เลข 60 ยังเป็นเลขศุภโชค โภคทรัพย์ ทำให้เจ้าชะตามักมีโชคดีเกี่ยวกับเรื่องเงินๆทองๆ จะสามารถหามาได้โดยง่าย ไม่ต้องต่อสู้ฟันฝ่ามากนัก มีความเป็นอยู่สุขสบาย มีชื่อเสียง,0,มีปัญหาด้านการเงิน ปัญหาด้านความรัก
61,บุคลิกซ้อน,เลข 6 ดาวศุกร์ จับคู่กับเลข 1 ดาวอาทิตย์ ส่งผลให้เจ้าชะตามักเป็นคนมีสองบุคลิกสองอารมณ์ มีความขัดแย้งในตัวเองสูง บางครั้งมักจะปล่อยตัวปล่อยใจให้หลงระเริงไปกับแสงสีและสิ่งยั่วยวน แต่บางขณะกลับชอบทำตัวเหมือนคนสันโดษ หนีสังคม เลข 6 กับเลข 1 รวมกันได้เลข 7 ดาวเสาร์ ชีวิตมักจะมีจุดพลิกผัน ให้ระวังการถูกเบียดเบียนจากเคราะห์กรรม ให้หมั่นทำบุญ รักษาศีล,1,การงาน การเรียน
